Date,BAC,C,spread_t,beta_t_est,signal_t,theta_t,E·P_t,z_t
2018-05-16,31.059999465942383,71.94999694824219,0.0228215129331808,0.41849369539501047,0,1.8,-6.084453833140188,1.4083997014409153
2018-05-17,30.809999465942383,71.55999755859375,-0.009176896930682688,0.41773243291331674,0,1.8,-6.084309134908729,1.4044216405153649
2018-05-18,30.260000228881836,69.95999908447266,0.016257281638644372,0.41903444904790554,0,1.8,-5.892416022296651,1.6257792430907867
2018-05-21,30.549999237060547,70.43000030517578,0.01601848553956131,0.4203623126259485,0,1.8,-5.897128854691788,1.611529328667706
2018-05-22,30.88999938964844,71.08000183105469,0.011957430387521839,0.4213664101292481,0,1.8,-5.928205318181382,1.5669157218498355
2018-05-23,30.440000534057617,70.23999786376953,-0.012420107103444877,0.42035513759329923,0,1.8,-5.892313331231362,1.6004295461492106
2018-05-24,30.209999084472656,69.30999755859375,0.022379932087762455,0.422151525590126,0,1.8,-5.744704336198369,1.760096506152527
2018-05-25,30.15999984741211,68.44000244140625,0.05214016904376706,0.4262972845192774,-1,1.8,-5.540192467909089,1.9803066751143177
2018-05-29,28.959999084472656,65.70999908447266,0.0026086042311632696,0.4264919413258611,-1,1.8,-5.317972428256086,2.211986214506608
2018-05-30,29.489999771118164,66.68000030517578,0.018849679949973108,0.4280028190207062,-1,1.8,-5.35525189423978,2.1447120555393435
2018-05-31,29.040000915527344,66.69000244140625,-0.06922255735706173,0.42250594819432125,-1,1.8,-5.538820161560359,1.9181795182486177
2018-06-01,29.399999618530273,67.27999877929688,0.006500536406385038,0.4230302545427585,-1,1.8,-5.546360831795441,1.8924874376892298
2018-06-04,29.399999618530273,67.33999633789062,-0.002959029670790869,0.42279338584700543,-1,1.8,-5.561851402286807,1.8579163359105935
2018-06-05,29.1200008392334,66.76000213623047,-0.0060028407473602385,0.4223216810892503,-1,1.8,-5.524717837222642,1.8812333443683926
2018-06-06,30.040000915527344,68.2300033569336,0.04485152504223677,0.4260261493001609,-1,1.8,-5.534236087591761,1.8529742192575942
2018-06-07,30.09000015258789,68.44999694824219,0.0001724625555681314,0.42604017996701277,0,1.8,-5.570926219595071,1.7955127959169719
2018-06-08,30.010000228881836,68.47000122070312,-0.013515983190583114,0.42494625473068204,0,1.8,-5.608266369477883,1.7376378087116127
